submission_id,QUD,RT,age,comments,condition,correct,education,endTime,experiment_id,gender,languages,option1,option2,question,response,startDate,startTime,timeSpent,trial_name,trial_number,type,vignette
1232,,4924,20,,none,true,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,One molecule of water (H2O) has two hydrogen atoms.,TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,14,filler,none
1232,,2171,20,,none,false,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,London is the capital of Asia.,FALSE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,15,filler,none
1232,,3546,20,,none,false,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,Belgium has rainforests.,FALSE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,16,special,4
1232,,5104,20,,none,false,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,The Eiffel Tower is one of the most popular and frequently visited tourist attractions in Italy.,FALSE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,17,filler,none
1232,,2285,20,,none,false,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,Germany has volcanoes.,TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,18,special,5
1232,,19602,20,,1,false,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,"France has a king, and he is bald.",TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,19,main,1
1232,,5348,20,,none,true,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,The capital city of Russia is Moscow.,TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,20,filler,none
1232,,1990,20,,none,true,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,Earth has a powerful magnetic field.,TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,21,filler,none
1232,,1522,20,,none,true,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,Canada is a democracy.,TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,22,special,2
1232,,5274,20,,none,true,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,Stephen William Hawking was a famous physicist.,TRUE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,23,filler,none
1232,,1896,20,,none,false,Graduated High School,1606658679151,42,female,german,FALSE,TRUE,France has a king.,FALSE,Sun Nov 29 2020 15:01:36 GMT+0100 (Mitteleuropäische Normalzeit),1606658496481,3.0445,main_trials,24,special,1
1227,,2700,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Spain is a country in Asia.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,practice_trials,1,practice,undefined
1227,,5039,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,World War II was a global war that lasted from 1914 to 1918.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,practice_trials,2,practice,undefined
1227,,13907,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,practice_trials,3,practice,undefined
1227,,13569,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Normally there are 32 teeth in the adult human body.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,practice_trials,4,practice,undefined
1227,,4635,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Alexander Bell invented the telephone.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,practice_trials,5,practice,undefined
1227,,6031,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Brazil is the largest country in South America.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,1,filler,none
1227,,4723,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The capital city of Russia is Moscow.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,2,filler,none
1227,,4006,21,,9,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,"The King of France, he did not call Emmanuel Macron last night.",FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,3,main,1
1227,,7741,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Manchester United is a French football team based in Paris.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,4,filler,none
1227,,5041,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The Sahara desert in Africa is the largest desert in the world.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,5,filler,none
1227,,6324,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Steve Jobs was an American inventor and co-founder of Apple.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,6,filler,none
1227,,2211,21,,1,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,"The Pope has a wife, and she is a lawyer.",FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,7,main,3
1227,,6473,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,"The simplest, functioning part of an organism is a cell.",TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,8,filler,none
1227,,5468,21,,0,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The volcanoes of Germany dominate the landscape.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,9,main,5
1227,,3067,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Charles Darwin was a biologist known for his theory of evolution.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,10,filler,none
1227,,1725,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,France has a king.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,11,special,1
1227,,3734,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,James Bond is a spanish dancer from Madrid.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,12,filler,none
1227,,8564,21,,10,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,13,main,4
1227,,7419,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The capital city of Japan is Tokyo.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,14,filler,none
1227,,3886,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Water boils at 100 degree C.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,15,filler,none
1227,,2633,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The Pope is currently not married.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,16,special,3
1227,,7177,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The Moon is an astronomical body that orbits planet Earth.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,17,filler,none
1227,,4456,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Germany has volcanoes.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,18,special,5
1227,,8528,21,,6,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The Emperor of Canada isn’t fond of sushi.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,19,main,2
1227,,9796,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,The Grand Canyon in Arizona (USA) is the largest canyon in the world.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,20,filler,none
1227,,3981,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Albert Einstein was a very famous Chinese scientist.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,21,filler,none
1227,,1950,21,,none,false,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Belgium has rainforests.,FALSE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,22,special,4
1227,,3781,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,"Germany shares borders with France, Belgium and Denmark.",TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,23,filler,none
1227,,3308,21,,none,true,Graduated High School,1604925148401,42,male,german,FALSE,TRUE,Canada is a democracy.,TRUE,Mon Nov 09 2020 13:29:07 GMT+0100 (Mitteleuropäische Normalzeit),1604924947923,3.3413,main_trials,24,special,2
1199,,6119,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Alexander Bell invented the telephone.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,practice_trials,1,practice,undefined
1199,,7414,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,practice_trials,2,practice,undefined
1199,,5604,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,World War II was a global war that lasted from 1914 to 1918.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,practice_trials,3,practice,undefined
1199,,3807,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Spain is a country in Asia.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,practice_trials,4,practice,undefined
1199,,5407,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Normally there are 32 teeth in the adult human body.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,practice_trials,5,practice,undefined
1199,,9792,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Test of English as a Foreign Language (TOEFL) is a standardized test to measure the English language ability of non-native speakers.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,1,filler,none
1199,,7671,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,People love the polar bears in Australia.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,2,filler,none
1199,,3447,18,,0,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The king of France is bald.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,3,main,1
1199,,6459,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,"Brazil, Canada and Russia are all bigger countries than Switzerland.",TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,4,filler,none
1199,,11149,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,"Agatha Christie was an English writer, known for her detective novels, particularly those revolving around her fictional detectives Hercule Poirot and Miss Marple.",TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,5,filler,none
1199,,2716,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Macbeth is a tragedy by William Shakespeare.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,6,filler,none
1199,,6520,18,,9,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,7,main,5
1199,,4612,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Leaning Tower of Pisa is one of Germany’s major tourist attractions.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,8,filler,none
1199,,2745,18,,6,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Emperor of Canada isn’t fond of sushi.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,9,main,2
1199,,7071,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The United Nations Children's Fund (UNICEF) provides humanitarian and developmental assistance to children and mothers in developing countries.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,10,filler,none
1199,,2581,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,France has a king.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,11,special,1
1199,,2824,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Planet Earth is the sixth planet from the Sun.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,12,filler,none
1199,,4184,18,,1,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,13,main,4
1199,,4127,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Solar System includes the planet Earth.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,14,filler,none
1199,,4206,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Grand Canyon in Arizona (USA) is the largest canyon in the world.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,15,filler,none
1199,,2231,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Germany has volcanoes.,FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,16,special,5
1199,,10000,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Statue of Liberty is a colossal sculpture on Liberty Island in New York City in the United States.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,17,filler,none
1199,,2614,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Canada is a democracy.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,18,special,2
1199,,6423,18,,10,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,19,main,3
1199,,3367,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The capital city of Russia is Moscow.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,20,filler,none
1199,,8415,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Great Pyramid of Giza is one of the Seven Wonders of the Ancient World and the only one of these ancient world wonders which still exists.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,21,filler,none
1199,,2464,18,,none,false,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Belgium has rainforests.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,22,special,4
1199,,7062,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,Earth is the third planet from the sun.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,23,filler,none
1199,,4087,18,,none,true,Graduated High School,1603899121861,42,female,German,FALSE,TRUE,The Pope is currently not married.,TRUE,Wed Oct 28 2020 16:28:56 GMT+0100 (Mitteleuropäische Normalzeit),1603898936594,3.0877833333333333,main_trials,24,special,3
1186,,14437,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Normally there are 32 teeth in the adult human body.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,practice_trials,1,practice,undefined
1186,,8006,21,,none,false,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,World War II was a global war that lasted from 1914 to 1918.,FALSE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,practice_trials,2,practice,undefined
1186,,19360,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Alexander Bell invented the telephone.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,practice_trials,3,practice,undefined
1186,,9546,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,practice_trials,4,practice,undefined
1186,,2789,21,,none,false,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Spain is a country in Asia.,FALSE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,practice_trials,5,practice,undefined
1186,,6681,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Valentine's Day is celebrated in many ways worldwide.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,1,filler,none
1186,,4704,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Trees absorb carbon dioxide and release oxygen.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,2,filler,none
1186,,3722,21,,1,false,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,"France has a king, and he is bald.",FALSE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,3,main,1
1186,,5429,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Canada is a country located in North America.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,4,filler,none
1186,,2684,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Earth has a powerful magnetic field.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,5,filler,none
1186,,3786,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Harry Potter is a series of fantasy novels written by J. K. Rowling.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,6,filler,none
1186,,31149,21,,0,false,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,The Belgian rainforest provides a habitat for many species.,FALSE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,7,main,4
1186,,2850,21,,none,false,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,Big Ben is a very large building in the middle of Paris.,FALSE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,8,filler,none
1186,,9916,21,,10,false,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,9,main,5
1186,,3577,21,,none,true,Graduated High School,1603881090858,42,female,german,FALSE,TRUE,London is famous for Big Ben and the Queen.,TRUE,Mon Oct 26 2020 08:19:38 GMT+0100 (Mitteleuropäische Normalzeit),1603696778492,3071.872766666667,main_trials,10,filler,none
